preds_list2[[1]]$genes,1,prob_logit,pred_logit,pred_logit_PR
LOC_Os05g50810,0,0.912303512,1,1
LOC_Os10g35550,0,0.818620889,1,1
LOC_Os04g42700,0,0.401445866,0,0
LOC_Os12g34510,0,0.0001,0,0
LOC_Os05g34950,0,0.781588113,1,0
LOC_Os09g28180,0,0.99891838,1,1
LOC_Os02g03060,0,0.938716052,1,1
LOC_Os08g42530,0,0.462372537,0,0
LOC_Os08g04290,0,0.933729344,1,1
LOC_Os05g36280,0,0.401237623,0,0
LOC_Os12g07230,0,0.006490684,0,0
LOC_Os12g30570,0,0.705459342,0,0
LOC_Os03g38000,0,0.998298715,1,1
LOC_Os12g39210,0,0.001899965,0,0
LOC_Os03g43020,0,1.0,1,1
LOC_Os04g55030,0,0.0001,0,0
LOC_Os02g03340,0,0.283078072,0,0
LOC_Os02g42860,0,0.08981877,0,0
LOC_Os04g56070,0,0.00139983,0,0
LOC_Os02g11840,0,0.993481974,1,1
LOC_Os01g61920,0,0.931764346,1,1
LOC_Os02g09130,0,0.824590921,1,1
LOC_Os03g10940,0,0.171026871,0,0
LOC_Os06g22650,0,0.863774472,1,1
LOC_Os05g08360,0,0.620267371,0,0
LOC_Os03g55150,0,2.22e-16,0,0
LOC_Os02g11830,0,0.925154103,1,1
LOC_Os03g62500,0,0.951556724,1,1
LOC_Os12g41260,0,0.930811024,1,1
LOC_Os02g40860,0,0.035262096,0,0
LOC_Os10g06540,0,0.405885677,0,0
LOC_Os02g20394,0,0.792684042,1,0
LOC_Os10g23100,0,2.22e-16,0,0
LOC_Os02g34510,0,0.13964413,0,0
LOC_Os10g06760,0,2.22e-16,0,0
LOC_Os08g12750,0,0.001760369,0,0
LOC_Os01g52490,0,0.866759962,1,1
LOC_Os05g39050,0,0.736078211,0,0
LOC_Os01g34890,0,0.846490059,1,1
LOC_Os11g14220,1,0.932247586,1,1
LOC_Os02g34600,0,0.012712332,0,0
LOC_Os11g04070,0,0.991868937,1,1
LOC_Os08g02410,0,0.723748655,0,0
LOC_Os01g64630,0,0.792129466,1,0
LOC_Os01g14860,0,0.896667988,1,1
LOC_Os03g43890,0,0.67593585,0,0
LOC_Os01g53920,0,0.005649963,0,0
LOC_Os12g21798,0,0.11048067,0,0
LOC_Os07g10250,0,2.22e-16,0,0
LOC_Os01g24060,0,0.002098914,0,0
LOC_Os08g03240,0,0.96731389,1,1
LOC_Os02g07960,0,0.001848494,0,0
LOC_Os02g44642,0,2.22e-16,0,0
LOC_Os01g59990,0,0.035051556,0,0
LOC_Os04g46390,0,0.024710438,0,0
LOC_Os12g06660,1,0.997399636,1,1
LOC_Os01g51290,0,0.465612833,0,0
LOC_Os02g37420,0,0.877253619,1,1
LOC_Os07g38120,0,0.944177585,1,1
LOC_Os06g06460,0,0.142767987,0,0
LOC_Os01g16030,0,0.646343979,0,0
LOC_Os03g10340,0,0.0001,0,0
LOC_Os02g33430,0,0.0002,0,0
LOC_Os01g12720,0,3.48e-06,0,0
LOC_Os02g49980,0,0.684812906,0,0
LOC_Os01g49529,0,0.727910523,0,0
LOC_Os10g10500,0,0.019930845,0,0
LOC_Os01g15310,0,0.793358201,1,0
LOC_Os07g38760,1,0.996611912,1,1
LOC_Os03g41100,0,0.001599999,0,0
LOC_Os08g37800,0,0.045015262,0,0
LOC_Os06g06880,0,0.0001,0,0
LOC_Os02g03600,0,0.938226402,1,1
LOC_Os01g61590,0,0.28699974,0,0
LOC_Os03g57340,0,0.016869681,0,0
LOC_Os03g46770,1,1.0,1,1
LOC_Os08g03150,0,0.99948624,1,1
LOC_Os10g38920,0,1.0,1,1
LOC_Os01g13800,0,2.22e-16,0,0
LOC_Os03g03130,0,0.72752726,0,0
LOC_Os02g43930,0,0.03902469,0,0
LOC_Os03g27450,0,0.069021523,0,0
LOC_Os02g45940,0,0.805530443,1,1
LOC_Os12g20324,0,9.42e-05,0,0
LOC_Os05g06770,0,0.000498573,0,0
LOC_Os05g34390,0,0.017762754,0,0
LOC_Os12g38110,0,0.027545764,0,0
LOC_Os03g52650,0,0.004680187,0,0
LOC_Os01g43410,0,0.984425249,1,1
LOC_Os05g07740,0,2.22e-16,0,0
LOC_Os02g39700,0,0.571568757,0,0
LOC_Os10g05180,0,0.990510794,1,1
LOC_Os06g42800,0,0.842710844,1,1
LOC_Os01g13760,0,0.650179299,0,0
LOC_Os10g30420,0,0.946397238,1,1
LOC_Os05g01560,0,0.067610662,0,0
LOC_Os06g09850,0,0.346634868,0,0
LOC_Os08g02400,0,0.824085781,1,1
LOC_Os03g62600,0,0.333135417,0,0
LOC_Os01g51380,1,0.9999,1,1
LOC_Os08g03640,0,1.0,1,1
LOC_Os06g46330,0,0.958971542,1,1
LOC_Os03g05740,0,0.19784572,0,0
LOC_Os07g29360,0,2.22e-16,0,0
LOC_Os05g14730,1,2.22e-16,0,0
LOC_Os12g03880,0,0.9999,1,1
LOC_Os03g08640,0,0.968116861,1,1
LOC_Os01g23620,0,0.994249759,1,1
LOC_Os09g33810,0,0.800020456,1,1
LOC_Os06g05180,0,0.600099067,0,0
LOC_Os04g42010,0,0.986284549,1,1
LOC_Os02g09960,0,0.304060003,0,0
LOC_Os01g69130,0,0.963926485,1,1
LOC_Os05g50970,0,0.083160565,0,0
LOC_Os05g51560,0,0.002625694,0,0
LOC_Os01g52050,0,0.630797219,0,0
LOC_Os01g43540,0,0.712364028,0,0
LOC_Os11g40150,0,0.656483866,0,0
LOC_Os03g06670,0,0.912538052,1,1
LOC_Os01g64640,0,0.039955178,0,0
LOC_Os08g41250,0,0.873550845,1,1
LOC_Os02g13530,0,0.297732046,0,0
LOC_Os04g52270,0,0.0002,0,0
LOC_Os10g39120,0,0.051803294,0,0
LOC_Os05g04340,0,0.874149071,1,1
LOC_Os11g05730,0,0.011868978,0,0
LOC_Os09g36920,0,2.22e-16,0,0
LOC_Os07g33110,0,0.145358645,0,0
LOC_Os07g42820,0,0.959540385,1,1
LOC_Os05g36960,0,0.987828379,1,1
LOC_Os02g14000,0,0.094485967,0,0
LOC_Os01g61810,0,0.049375364,0,0
LOC_Os07g36500,0,0.205009659,0,0
LOC_Os03g59050,0,2.22e-16,0,0
LOC_Os01g01740,0,0.106529262,0,0
LOC_Os05g30530,0,0.904412601,1,1
LOC_Os01g63940,0,0.039229682,0,0
LOC_Os02g30050,0,2.22e-16,0,0
LOC_Os01g48280,0,2.22e-16,0,0
LOC_Os07g38540,0,0.536096461,0,0
LOC_Os05g49780,1,0.937689444,1,1
LOC_Os05g03630,0,0.978208521,1,1
LOC_Os05g36290,0,0.120305935,0,0
LOC_Os03g17980,0,0.033677956,0,0
LOC_Os07g32800,0,0.000399852,0,0
LOC_Os10g31830,0,0.983487634,1,1
LOC_Os03g16130,0,0.54159771,0,0
LOC_Os06g29120,0,0.003192135,0,0
LOC_Os06g45350,0,0.016490604,0,0
LOC_Os01g01960,0,0.822407324,1,1
LOC_Os11g32900,0,0.274066084,0,0
LOC_Os05g07820,0,0.0002,0,0
LOC_Os01g71960,0,0.254800447,0,0
LOC_Os03g53080,0,2.22e-16,0,0
LOC_Os04g33950,0,0.464364375,0,0
LOC_Os04g45040,0,0.00537618,0,0
LOC_Os01g66020,0,0.023032107,0,0
LOC_Os05g48810,0,0.957580924,1,1
LOC_Os06g37440,0,0.005667991,0,0
LOC_Os05g32360,0,0.394688323,0,0
LOC_Os08g38560,0,0.902436706,1,1
LOC_Os05g41220,0,2.22e-16,0,0
LOC_Os01g45380,0,0.414746891,0,0
LOC_Os02g01560,0,0.22806,0,0
LOC_Os09g30190,0,2.22e-16,0,0
LOC_Os10g36710,0,0.078825226,0,0
LOC_Os07g07240,0,0.848808528,1,1
LOC_Os08g39140,0,0.848238548,1,1
LOC_Os03g04970,0,0.064178813,0,0
LOC_Os02g12794,0,0.155923239,0,0
LOC_Os10g39410,1,0.806046938,1,1
LOC_Os07g44040,0,0.986213539,1,1
LOC_Os08g03160,0,0.745078946,0,0
LOC_Os02g26160,0,0.111469497,0,0
LOC_Os07g36130,0,2.22e-16,0,0
LOC_Os01g56550,0,2.22e-16,0,0
LOC_Os11g38670,0,0.0001,0,0
LOC_Os02g34940,0,1.0,1,1
LOC_Os10g37480,0,0.65272194,0,0
LOC_Os09g15790,0,0.000441015,0,0
LOC_Os02g03610,0,0.060906817,0,0
LOC_Os01g14932,0,0.24469943,0,0
LOC_Os01g38950,0,0.025407119,0,0
LOC_Os03g60600,0,2.22e-16,0,0
LOC_Os03g18570,1,0.98784785,1,1
LOC_Os03g22610,0,0.868797788,1,1
LOC_Os05g38120,0,0.039888809,0,0
LOC_Os05g06450,0,0.006586068,0,0
LOC_Os02g22140,0,2.22e-16,0,0
LOC_Os01g62840,0,1.0,1,1
LOC_Os07g07250,0,9.21e-13,0,0
LOC_Os06g02570,0,0.998697641,1,1
LOC_Os02g57220,0,0.973321642,1,1
LOC_Os05g27940,0,0.637647371,0,0
LOC_Os02g38340,0,0.020976644,0,0
LOC_Os03g05760,0,0.715228422,0,0
LOC_Os11g09280,1,0.994738699,1,1
LOC_Os04g04330,0,0.002597652,0,0
LOC_Os04g25550,0,0.9999,1,1
LOC_Os07g07000,0,0.042620206,0,0
LOC_Os04g40950,1,1.0,1,1
LOC_Os02g28810,0,0.006727425,0,0
LOC_Os01g69850,0,0.243090729,0,0
LOC_Os06g14550,0,2.22e-16,0,0
LOC_Os02g05630,0,0.166152849,0,0
LOC_Os05g27320,0,0.977926461,1,1
LOC_Os09g29820,0,0.00634816,0,0
LOC_Os05g20050,0,0.470968179,0,0
LOC_Os04g31190,0,0.540356004,0,0
LOC_Os01g12730,0,0.000899978,0,0
LOC_Os05g39090,0,0.023982256,0,0
LOC_Os07g41750,0,0.996379974,1,1
LOC_Os08g22864,0,0.973259755,1,1
LOC_Os04g45920,0,0.998784243,1,1
LOC_Os02g42134,0,0.272840039,0,0
LOC_Os09g35970,0,0.31994685,0,0
LOC_Os03g18580,0,0.314971995,0,0
LOC_Os01g61030,0,0.028751966,0,0
LOC_Os09g36770,0,0.861378187,1,1
LOC_Os05g41110,0,0.18791066,0,0
LOC_Os01g62040,0,0.791866112,1,0
LOC_Os09g02810,0,0.392282964,0,0
LOC_Os06g07630,0,0.926622806,1,1
LOC_Os02g54700,0,7.52e-15,0,0
LOC_Os08g43370,0,0.947148076,1,1
LOC_Os09g38020,0,0.963416274,1,1
LOC_Os11g10420,0,0.851864559,1,1
LOC_Os08g33100,0,0.00493362,0,0
LOC_Os09g31486,0,0.999199903,1,1
LOC_Os11g11390,0,0.999299966,1,1
LOC_Os02g18550,0,0.012201704,0,0
LOC_Os06g43850,1,0.867299715,1,1
LOC_Os11g26910,0,0.427523227,0,0
LOC_Os01g16890,0,0.001731649,0,0
LOC_Os07g41800,0,0.373735199,0,0
LOC_Os08g06460,0,0.772967879,1,0
LOC_Os06g04290,0,0.898986113,1,1
LOC_Os06g41750,0,0.341350006,0,0
LOC_Os07g10720,0,0.004893252,0,0
LOC_Os02g02140,0,0.340300695,0,0
LOC_Os07g47710,0,0.002568853,0,0
LOC_Os03g55560,0,0.018097527,0,0
LOC_Os02g33140,0,0.041637566,0,0
LOC_Os01g48700,0,0.003430163,0,0
LOC_Os11g06750,0,0.260032403,0,0
LOC_Os03g46190,0,2.22e-16,0,0
LOC_Os02g10060,0,0.096209626,0,0
LOC_Os01g74146,0,0.193957332,0,0
LOC_Os09g02700,0,0.562516787,0,0
LOC_Os10g35990,0,0.106430435,0,0
LOC_Os11g38959,1,0.949240509,1,1
LOC_Os06g03682,0,0.96646895,1,1
LOC_Os10g34670,0,0.001204618,0,0
LOC_Os12g39630,0,0.0001,0,0
LOC_Os05g01910,0,2.22e-16,0,0
LOC_Os03g05980,0,0.337735205,0,0
LOC_Os09g17970,0,0.909794506,1,1
LOC_Os04g56450,0,0.918650696,1,1
LOC_Os06g07200,0,0.914390874,1,1
LOC_Os01g68870,0,0.193720808,0,0
LOC_Os01g25610,0,0.025938261,0,0
LOC_Os05g07700,0,0.062467228,0,0
LOC_Os07g44290,0,0.99176311,1,1
LOC_Os12g06200,0,0.002291979,0,0
LOC_Os05g37330,1,0.893632786,1,1
LOC_Os05g03450,0,2.22e-16,0,0
LOC_Os02g02040,0,0.219954793,0,0
LOC_Os06g29080,0,0.001433764,0,0
LOC_Os08g05890,0,0.167950355,0,0
LOC_Os03g54900,0,0.924258855,1,1
LOC_Os05g27530,0,0.487304698,0,0
LOC_Os07g06740,0,0.006048362,0,0
LOC_Os05g16630,0,0.026327755,0,0
LOC_Os12g43600,0,1.0,1,1
LOC_Os07g01820,0,0.003145984,0,0
LOC_Os01g51220,0,0.481551267,0,0
LOC_Os02g12580,0,0.052999455,0,0
LOC_Os01g54550,0,0.704355444,0,0
LOC_Os05g38740,0,0.995730941,1,1
LOC_Os10g31900,0,0.011657222,0,0
LOC_Os03g12590,0,0.987248755,1,1
LOC_Os05g40820,0,0.292500132,0,0
LOC_Os02g07490,0,0.999793806,1,1
LOC_Os02g57590,0,0.82789499,1,1
LOC_Os03g57760,0,0.092457536,0,0
LOC_Os02g27760,0,0.836151379,1,1
LOC_Os05g48960,0,0.0001,0,0
LOC_Os05g36050,0,0.87771001,1,1
LOC_Os03g10510,0,0.095598702,0,0
LOC_Os09g39930,0,0.000199996,0,0
LOC_Os03g05730,1,0.936753796,1,1
LOC_Os11g37080,0,0.009973857,0,0
LOC_Os12g25120,0,0.0011,0,0
LOC_Os04g28090,0,0.313519812,0,0
LOC_Os12g44330,0,9.98e-05,0,0
LOC_Os07g38730,0,0.992637153,1,1
LOC_Os01g54870,0,0.255865719,0,0
LOC_Os02g07120,0,0.090100167,0,0
LOC_Os07g08170,0,0.239729316,0,0
LOC_Os10g37490,0,0.990745723,1,1
LOC_Os03g53410,0,0.807264798,1,1
LOC_Os04g35090,0,0.55334823,0,0
LOC_Os04g28180,0,0.994809996,1,1
LOC_Os03g62340,0,0.822364117,1,1
LOC_Os08g33120,0,0.42034038,0,0
LOC_Os03g09300,0,0.629525889,0,0
LOC_Os06g43030,0,0.19518963,0,0
LOC_Os03g05140,0,0.294694626,0,0
LOC_Os05g28510,0,0.504957533,0,0
LOC_Os06g33530,0,0.001748339,0,0
LOC_Os08g18110,0,0.005640101,0,0
LOC_Os02g32160,0,2.22e-16,0,0
LOC_Os05g47630,0,0.262675886,0,0
LOC_Os12g41180,0,0.000362126,0,0
LOC_Os02g45180,0,0.984980728,1,1
LOC_Os07g10660,0,0.033257955,0,0
LOC_Os03g41460,0,0.000481875,0,0
LOC_Os12g44350,0,0.598773111,0,0
LOC_Os12g38610,0,0.95535868,1,1
LOC_Os03g17310,0,0.999982186,1,1
LOC_Os03g57450,0,1.0,1,1
LOC_Os10g42940,0,0.670610761,0,0
LOC_Os03g02780,0,0.955083738,1,1
LOC_Os06g07878,0,0.993771827,1,1
LOC_Os01g46980,0,0.999599999,1,1
LOC_Os02g36924,0,0.720942062,0,0
LOC_Os05g51480,0,0.002951277,0,0
LOC_Os03g43360,0,2.22e-16,0,0
LOC_Os08g28700,0,0.807517421,1,1
LOC_Os02g03540,0,0.000199985,0,0
LOC_Os01g64770,0,0.016889205,0,0
LOC_Os03g10370,0,0.994997332,1,1
LOC_Os06g33549,0,0.00766535,0,0
LOC_Os04g37904,0,0.273108734,0,0
LOC_Os12g40790,0,2.22e-16,0,0
LOC_Os03g20340,0,2.22e-16,0,0
LOC_Os03g46330,0,0.013676749,0,0
LOC_Os12g37590,0,0.0001,0,0
LOC_Os03g54160,0,0.973128843,1,1
LOC_Os07g12250,0,0.0001,0,0
LOC_Os01g67134,0,0.161559321,0,0
LOC_Os03g46650,0,0.31948258,0,0
LOC_Os04g42380,0,2.22e-16,0,0
LOC_Os02g22090,0,0.032963948,0,0
LOC_Os02g56000,0,0.969119759,1,1
LOC_Os04g23600,0,0.647918168,0,0
LOC_Os07g48790,0,2.22e-16,0,0
LOC_Os03g25980,0,0.010305608,0,0
LOC_Os03g50350,0,0.003449347,0,0
LOC_Os04g58350,0,2.22e-16,0,0
LOC_Os03g01018,0,0.000205988,0,0
LOC_Os09g15700,0,2.22e-16,0,0
LOC_Os06g43680,0,0.289417105,0,0
LOC_Os06g13670,0,0.865209062,1,1
LOC_Os03g23950,0,0.0001,0,0
LOC_Os01g54480,0,0.553128131,0,0
LOC_Os02g56560,0,0.832246436,1,1
LOC_Os05g51490,0,2.22e-16,0,0
LOC_Os04g50990,1,1.0,1,1
LOC_Os07g40930,0,0.000400011,0,0
LOC_Os01g64970,0,0.641239237,0,0
LOC_Os09g39640,0,0.01876793,0,0
LOC_Os05g05240,0,0.669327263,0,0
LOC_Os03g53720,0,0.796702237,1,0
LOC_Os07g05620,0,0.9997,1,1
LOC_Os02g12810,0,2.22e-16,0,0
LOC_Os02g57854,0,0.852903398,1,1
LOC_Os05g33080,0,0.005802404,0,0
LOC_Os08g28870,0,0.020564549,0,0
LOC_Os02g56130,0,0.000100042,0,0
LOC_Os07g41280,0,0.997547669,1,1
LOC_Os02g50630,0,0.37698456,0,0
LOC_Os04g22390,0,0.995117585,1,1
LOC_Os02g11890,0,0.32020377,0,0
LOC_Os10g01560,0,0.0001,0,0
LOC_Os01g60280,0,0.996084838,1,1
LOC_Os06g40370,0,0.0002,0,0
