gene,status,prob_rf,prob_logit_Ada,pred_rf,pred_logit_PR,SUM_PR
LOC_Os03g01200,0,0.475173,0.053236226,0,0,0
LOC_Os01g01660,1,0.817532,0.989275543,1,1,2
LOC_Os10g28060,0,0.437088,1,0,1,1
LOC_Os07g46950,0,0.463048,0.998439476,0,1,1
LOC_Os02g07680,0,0.53679,0.515566993,0,0,0
LOC_Os05g32380,0,0.500212,0.07090677,0,0,0
LOC_Os07g14530,0,0.487951,0.000299999,0,0,0
LOC_Os02g35760,0,0.579557,0.036627812,0,0,0
LOC_Os11g47240,0,0.481606,2.22E-16,0,0,0
LOC_Os11g02550,0,0.527123,0.0000781,0,0,0
LOC_Os03g43880,0,0.574253,0.364176769,0,0,0
LOC_Os01g73580,1,0.84036,0.979955911,1,1,2
LOC_Os01g58000,0,0.490851,0.13318582,0,0,0
LOC_Os07g34780,0,0.473854,2.22E-16,0,0,0
LOC_Os06g07869,0,0.463133,2.22E-16,0,0,0
LOC_Os10g39680,0,0.523647,0.011073839,0,0,0
LOC_Os05g48260,0,0.465755,0.671128519,0,0,0
LOC_Os06g23140,1,0.832154,0.705584664,1,0,1
LOC_Os07g07080,0,0.500005,2.22E-16,0,0,0
LOC_Os08g39440,0,0.553813,2.22E-16,0,0,0
LOC_Os11g25220,0,0.508433,0.012690652,0,0,0
LOC_Os03g25869,0,0.54105,0.611471728,0,0,0
LOC_Os04g37780,0,0.511871,0.913234647,0,1,1
LOC_Os05g02240,0,0.424366,0.813765305,0,0,0
LOC_Os05g37910,0,0.407767,0.003618027,0,0,0
LOC_Os10g33720,0,0.535386,2.22E-16,0,0,0
LOC_Os06g39756,0,0.485641,0.126688024,0,0,0
LOC_Os02g48360,0,0.551956,1,0,1,1
LOC_Os09g37790,0,0.478707,1.87E-12,0,0,0
LOC_Os09g13680,0,0.545172,1.97E-15,0,0,0
LOC_Os09g19550,0,0.471255,0.999699978,0,1,1
LOC_Os06g09910,0,0.47118,0.9999,0,1,1
LOC_Os03g12660,0,0.476842,0.993392821,0,1,1
LOC_Os08g02450,0,0.485302,0.962890638,0,1,1
LOC_Os07g05360,0,0.485667,2.66E-16,0,0,0
LOC_Os03g05900,0,0.495759,2.41E-11,0,0,0
LOC_Os06g07030,0,0.537832,0.98639206,0,1,1
LOC_Os05g23610,0,0.523487,0.00499449,0,0,0
LOC_Os11g14910,0,0.506533,0.948116831,0,1,1
LOC_Os11g12800,0,0.465264,0.001249584,0,0,0
LOC_Os02g40770,0,0.496252,2.22E-16,0,0,0
LOC_Os03g01660,0,0.561292,2.22E-16,0,0,0
LOC_Os04g38630,0,0.483415,1,0,1,1
LOC_Os07g46870,0,0.530725,0.675582422,0,0,0
LOC_Os09g33870,0,0.466549,2.43E-16,0,0,0
LOC_Os09g21370,0,0.50614,2.22E-16,0,0,0
LOC_Os02g35720,0,0.443288,0.23611719,0,0,0
LOC_Os08g20660,0,0.482741,0.087592488,0,0,0
LOC_Os03g56950,1,0.827157,0.615674524,1,0,1
LOC_Os03g17780,0,0.518931,0.000197447,0,0,0
LOC_Os03g07140,0,0.495277,0.743348159,0,0,0
LOC_Os02g46220,0,0.434681,2.22E-16,0,0,0
LOC_Os04g16450,0,0.480884,0.038896662,0,0,0
LOC_Os01g18320,0,0.491789,1,0,1,1
LOC_Os01g49940,0,0.465169,4.54E-12,0,0,0
LOC_Os10g38216,0,0.516276,2.03E-15,0,0,0
LOC_Os03g25550,0,0.562559,0.689014547,0,0,0
LOC_Os01g63690,0,0.550502,1,0,1,1
LOC_Os01g43530,0,0.469029,0.364593525,0,0,0
LOC_Os07g34390,0,0.706153,0.000300456,0,0,0
LOC_Os06g48800,0,0.4885,0.99809598,0,1,1
LOC_Os11g04420,0,0.505131,0.038336056,0,0,0
LOC_Os06g12310,1,0.826097,0.918082486,1,1,2
LOC_Os01g50420,1,0.824304,0.991247547,1,1,2
LOC_Os03g61290,0,0.449779,0.99839967,0,1,1
LOC_Os01g07382,0,0.518112,2.4E-14,0,0,0
LOC_Os01g58380,0,0.423859,1,0,1,1
LOC_Os03g08110,0,0.549129,0.67624564,0,0,0
LOC_Os09g28000,0,0.509907,0.000200013,0,0,0
LOC_Os03g21820,0,0.581264,0.98382338,0,1,1
LOC_Os02g35170,0,0.502786,1,0,1,1
LOC_Os07g22770,0,0.531136,0.923704432,0,1,1
LOC_Os04g43270,0,0.487039,0.997427843,0,1,1
LOC_Os03g13200,0,0.475375,1,0,1,1
LOC_Os12g34460,0,0.52184,1,0,1,1
LOC_Os03g08090,0,0.546787,0.709578906,0,0,0
LOC_Os03g55100,0,0.521367,0.53636777,0,0,0
LOC_Os02g54060,0,0.484254,1.51E-14,0,0,0
LOC_Os03g10450,0,0.411814,2.22E-16,0,0,0
LOC_Os11g11000,0,0.472141,2.22E-16,0,0,0
LOC_Os01g05810,0,0.537634,0.999701033,0,1,1
LOC_Os09g35730,0,0.502134,5.86E-16,0,0,0
LOC_Os02g03230,0,0.484113,0.977734162,0,1,1
LOC_Os01g37480,0,0.447433,5.41E-09,0,0,0
LOC_Os12g07220,0,0.524386,0.796048331,0,0,0
LOC_Os09g29284,0,0.501038,0.366167552,0,0,0
LOC_Os04g44920,0,0.468104,0.086740478,0,0,0
LOC_Os11g34140,0,0.507288,2.22E-16,0,0,0
LOC_Os11g10990,0,0.541049,0.599342311,0,0,0
LOC_Os12g34550,0,0.49443,0.004688115,0,0,0
LOC_Os02g48180,0,0.573968,0.990621048,0,1,1
LOC_Os07g36150,0,0.486264,0.479695721,0,0,0
LOC_Os01g64900,0,0.466834,0.039463343,0,0,0
LOC_Os02g34680,0,0.505166,0.981697364,0,1,1
LOC_Os12g32620,0,0.562001,0.000300019,0,0,0
LOC_Os01g58280,0,0.494595,0.975884666,0,1,1
LOC_Os04g48350,0,0.500206,0.172797178,0,0,0
LOC_Os07g04690,0,0.54571,0.999900045,0,1,1
LOC_Os02g26560,0,0.478117,0.000707292,0,0,0
LOC_Os07g01770,0,0.540326,0.000400001,0,0,0
LOC_Os04g10690,0,0.524844,0.008399437,0,0,0
LOC_Os07g13600,0,0.568305,0.354299753,0,0,0
LOC_Os11g24750,0,0.502569,1,0,1,1
LOC_Os09g26330,0,0.445274,1,0,1,1
LOC_Os01g01115,0,0.498617,1,0,1,1
LOC_Os01g54560,0,0.499498,0.203901697,0,0,0
LOC_Os06g44270,0,0.526474,0.270518619,0,0,0
LOC_Os06g07560,0,0.48689,0.564187349,0,0,0
LOC_Os04g55850,1,0.844951,1,1,1,2
LOC_Os08g28170,0,0.483732,0.795557866,0,0,0
LOC_Os04g15920,0,0.470534,1,0,1,1
LOC_Os04g10420,0,0.555633,0.000154626,0,0,0
LOC_Os12g36660,0,0.461573,0.677875075,0,0,0
LOC_Os04g52210,0,0.364556,0.226664223,0,0,0
LOC_Os09g30410,0,0.531918,0.96728943,0,1,1
LOC_Os08g41530,0,0.42887,0.980576311,0,1,1
LOC_Os05g45750,0,0.5673,6.18E-12,0,0,0
LOC_Os07g14110,0,0.542534,0.000309789,0,0,0
LOC_Os02g49470,0,0.537871,0.025431393,0,0,0
LOC_Os05g05210,0,0.650057,2.22E-16,0,0,0
LOC_Os01g42850,0,0.446671,0.173540493,0,0,0
LOC_Os09g04880,0,0.48173,2.22E-16,0,0,0
LOC_Os07g46570,0,0.525261,0.0001,0,0,0
LOC_Os05g48600,0,0.524763,2.22E-16,0,0,0
LOC_Os08g41590,0,0.541798,0.998799539,0,1,1
LOC_Os09g32230,0,0.747499,0.005082589,1,0,1
LOC_Os11g07090,0,0.452702,1.6E-14,0,0,0
LOC_Os01g44340,0,0.508849,0.040267671,0,0,0
LOC_Os11g47290,0,0.518738,2.22E-16,0,0,0
LOC_Os06g35320,0,0.567898,1,0,1,1
LOC_Os09g38920,0,0.466884,0.047474196,0,0,0
LOC_Os05g33710,0,0.507275,2.22E-16,0,0,0
LOC_Os01g61480,0,0.732993,4.73E-12,0,0,0
LOC_Os05g47700,0,0.566474,1,0,1,1
LOC_Os02g57090,0,0.538019,0.418185172,0,0,0
LOC_Os01g43120,0,0.480072,0.115054529,0,0,0
LOC_Os05g10580,0,0.489037,2.22E-16,0,0,0
LOC_Os04g02030,0,0.480271,0.751824123,0,0,0
LOC_Os01g60120,0,0.439085,2.68E-13,0,0,0
LOC_Os08g20270,0,0.45309,0.003659927,0,0,0
LOC_Os01g39960,0,0.497932,0.999699971,0,1,1
LOC_Os01g56510,0,0.495738,0.004013369,0,0,0
LOC_Os04g38540,0,0.545131,0.30626823,0,0,0
LOC_Os08g40650,0,0.428852,0.00253341,0,0,0
LOC_Os09g33876,0,0.496258,2.22E-16,0,0,0
LOC_Os04g12660,0,0.557602,2.22E-16,0,0,0
LOC_Os02g54450,0,0.505393,0.912241792,0,1,1
LOC_Os02g35870,0,0.509277,0.999903214,0,1,1
LOC_Os08g08990,0,0.451185,0.974415012,0,1,1
LOC_Os12g41650,0,0.527532,0.00015485,0,0,0
LOC_Os01g55600,0,0.48752,0.794015523,0,0,0
LOC_Os07g28400,0,0.485504,0.004197795,0,0,0
LOC_Os01g48500,0,0.506082,2.22E-16,0,0,0
LOC_Os10g40510,0,0.568582,0.999464003,0,1,1
LOC_Os09g37280,0,0.4902,1,0,1,1
LOC_Os03g10920,0,0.5849,0.012573873,0,0,0
LOC_Os02g14910,0,0.508224,1,0,1,1
LOC_Os03g20780,0,0.572458,0.210942169,0,0,0
LOC_Os03g27370,0,0.467696,0.009052999,0,0,0
LOC_Os07g46840,0,0.547739,0.853198051,0,1,1
LOC_Os11g08569,0,0.519049,0.064332848,0,0,0
LOC_Os05g07250,0,0.427288,0.133720671,0,0,0
LOC_Os09g24910,0,0.581292,0.986154039,0,1,1
LOC_Os01g52110,0,0.54636,0.649276373,0,0,0
LOC_Os02g56020,0,0.670734,2.56E-16,0,0,0
LOC_Os02g44230,1,0.804711,0.999999938,1,1,2
LOC_Os11g38810,0,0.522758,0.213476636,0,0,0
LOC_Os06g07350,0,0.455892,0.002760147,0,0,0
LOC_Os05g12770,0,0.469708,2.22E-16,0,0,0
LOC_Os04g56290,0,0.507826,0.641509824,0,0,0
LOC_Os01g63770,0,0.492659,0.999689349,0,1,1
LOC_Os09g36020,0,0.512094,2.37E-16,0,0,0
LOC_Os01g43070,0,0.532223,0.113210672,0,0,0
LOC_Os02g47780,1,0.827235,0.645636898,1,0,1
LOC_Os04g51400,0,0.525581,0.997255806,0,1,1
LOC_Os01g03420,0,0.478581,0.000507905,0,0,0
LOC_Os08g25390,0,0.486529,0.931925129,0,1,1
LOC_Os08g37270,0,0.513089,2.22E-16,0,0,0
LOC_Os02g10120,0,0.512452,0.11226579,0,0,0
LOC_Os06g46372,0,0.523186,0.02393636,0,0,0
LOC_Os03g52860,0,0.559563,0.171680948,0,0,0
LOC_Os01g32300,0,0.503854,0.330196559,0,0,0
LOC_Os08g03570,0,0.482366,1,0,1,1
LOC_Os12g12560,0,0.402675,0.20098016,0,0,0
LOC_Os06g45240,0,0.472825,6.53E-13,0,0,0
LOC_Os07g06620,0,0.501718,0.23647709,0,0,0
LOC_Os03g37720,0,0.718006,0.000299599,0,0,0
LOC_Os07g23890,0,0.508147,0.9998,0,1,1
LOC_Os04g48140,0,0.428432,0.0000989,0,0,0
LOC_Os04g48170,0,0.473379,0.994899594,0,1,1
LOC_Os11g04500,0,0.511902,0.043331412,0,0,0
LOC_Os04g38530,0,0.528261,6.28E-13,0,0,0
LOC_Os12g12580,0,0.525792,0.146039438,0,0,0
LOC_Os12g01690,0,0.451117,0.016295125,0,0,0
LOC_Os10g20260,0,0.47152,0.987824862,0,1,1
LOC_Os09g16160,0,0.460624,0.001604216,0,0,0
LOC_Os01g58580,0,0.520371,1,0,1,1
LOC_Os07g38270,0,0.524999,0.99610717,0,1,1
LOC_Os08g01120,0,0.516776,0.996837911,0,1,1
LOC_Os05g39600,0,0.50772,0.829111753,0,0,0
LOC_Os03g02670,0,0.517649,0.309963211,0,0,0
LOC_Os12g37350,0,0.512591,0.155948833,0,0,0
LOC_Os06g49260,0,0.497448,0.00050718,0,0,0
LOC_Os01g69090,0,0.51712,2.22E-16,0,0,0
LOC_Os02g12130,0,0.439353,2.22E-16,0,0,0
LOC_Os06g08280,0,0.560499,0.000351292,0,0,0
LOC_Os02g44980,0,0.542859,0.739415845,0,0,0
LOC_Os05g11060,0,0.524635,0.797456589,0,0,0
LOC_Os03g59120,0,0.57676,4.77E-14,0,0,0
LOC_Os01g63840,0,0.478418,0.001683631,0,0,0
LOC_Os11g02180,0,0.517348,0.579682164,0,0,0
LOC_Os07g23850,0,0.519581,0.938686217,0,1,1
LOC_Os12g01580,0,0.476587,0.929175207,0,1,1
LOC_Os01g14660,1,0.823335,0.999698587,1,1,2
LOC_Os05g40650,0,0.52789,0.996635912,0,1,1
LOC_Os02g22070,0,0.441035,0.885046662,0,1,1
LOC_Os05g33590,0,0.518622,0.065892586,0,0,0
LOC_Os03g18820,0,0.494687,0.059898173,0,0,0
LOC_Os08g41630,0,0.513766,0.0012016,0,0,0
LOC_Os03g04169,0,0.528946,0.751702873,0,0,0
LOC_Os08g09060,0,0.535599,0.348780663,0,0,0
LOC_Os02g35110,0,0.571274,0.043422252,0,0,0
LOC_Os12g19304,0,0.520987,6.2E-16,0,0,0
LOC_Os04g41250,0,0.521562,2.22E-16,0,0,0
LOC_Os12g29550,0,0.463981,0.977823702,0,1,1
LOC_Os04g16736,0,0.559038,0.000199871,0,0,0
LOC_Os01g65030,0,0.519553,0.647273788,0,0,0
LOC_Os08g34740,0,0.580412,2.22E-16,0,0,0
LOC_Os05g43374,0,0.592961,0.0001,0,0,0
LOC_Os06g12960,0,0.550508,0.005627358,0,0,0
LOC_Os08g39850,0,0.572186,0.160476523,0,0,0
LOC_Os01g03030,0,0.432524,2.22E-16,0,0,0
LOC_Os03g04110,0,0.44736,0.006300828,0,0,0
LOC_Os02g54500,0,0.527025,0.19597953,0,0,0
LOC_Os11g20689,0,0.513362,1.87E-13,0,0,0
LOC_Os09g24320,0,0.528731,0.977476045,0,1,1
LOC_Os07g14850,0,0.479274,0.999299603,0,1,1
LOC_Os07g08320,0,0.500397,0.007227953,0,0,0
LOC_Os12g41590,0,0.555065,0.010214299,0,0,0
LOC_Os08g31580,0,0.468192,0.065966538,0,0,0
LOC_Os05g13440,0,0.601016,0.496353968,0,0,0
LOC_Os01g65120,0,0.466289,1,0,1,1
LOC_Os03g05830,0,0.539648,0.007263159,0,0,0
LOC_Os04g40090,0,0.505136,2.22E-16,0,0,0
LOC_Os01g60700,0,0.513389,0.001226529,0,0,0
LOC_Os03g61810,0,0.603929,0.999888353,0,1,1
LOC_Os02g30540,0,0.468463,2.22E-16,0,0,0
LOC_Os12g03150,0,0.503959,0.0000804,0,0,0
LOC_Os12g10730,0,0.619121,1.55E-15,0,0,0
LOC_Os02g55630,0,0.456291,0.664086836,0,0,0
LOC_Os02g51680,0,0.530829,0.998791804,0,1,1
LOC_Os09g38570,0,0.435973,0.003781803,0,0,0
LOC_Os12g02490,0,0.557368,0.000300046,0,0,0
LOC_Os01g04110,0,0.504665,2.04E-11,0,0,0
LOC_Os01g12800,0,0.537999,2.22E-16,0,0,0
LOC_Os01g21990,0,0.445881,0.866040388,0,1,1
LOC_Os01g70130,0,0.452256,4.68E-16,0,0,0
LOC_Os07g12710,0,0.531165,0.174818826,0,0,0
LOC_Os07g33100,0,0.574323,0.000200002,0,0,0
LOC_Os04g45010,0,0.562331,0.235248997,0,0,0
LOC_Os08g36340,0,0.513519,0.000791625,0,0,0
LOC_Os06g33810,0,0.496246,0.005436666,0,0,0
LOC_Os04g40970,0,0.55993,0.753708969,0,0,0
LOC_Os03g14830,0,0.529929,0.015653766,0,0,0
LOC_Os02g47860,0,0.543506,0.00334921,0,0,0
LOC_Os03g08100,0,0.515811,0.310492428,0,0,0
LOC_Os03g21914,0,0.413646,0.725191173,0,0,0
LOC_Os03g60430,0,0.524594,0.930819087,0,1,1
LOC_Os08g37970,0,0.530391,0.051467715,0,0,0
LOC_Os03g57270,0,0.535859,2.58E-16,0,0,0
LOC_Os03g29850,0,0.532804,0.7383073,0,0,0
LOC_Os12g40080,0,0.429094,0.0001,0,0,0
LOC_Os05g02940,0,0.539426,0.00335739,0,0,0
LOC_Os03g12320,0,0.562497,0.0001,0,0,0
LOC_Os11g34460,0,0.47677,2.22E-16,0,0,0
LOC_Os01g55549,0,0.472017,0.260207658,0,0,0
LOC_Os07g06080,0,0.482575,0.00000145,0,0,0
LOC_Os05g32190,0,0.497027,0.172659355,0,0,0
LOC_Os09g17740,0,0.425292,0.649892593,0,0,0
LOC_Os11g27300,0,0.467226,0.015803733,0,0,0
LOC_Os10g28610,0,0.479499,0.011733377,0,0,0
LOC_Os11g17600,0,0.49583,2.75E-16,0,0,0
LOC_Os10g34420,0,0.538635,0.009313426,0,0,0
LOC_Os05g51400,0,0.460828,0.070224808,0,0,0
LOC_Os06g41390,0,0.477912,0.012609819,0,0,0
LOC_Os03g44230,0,0.46629,0.336528763,0,0,0
LOC_Os04g32320,0,0.486297,2.22E-16,0,0,0
LOC_Os03g13010,0,0.507161,0.994480889,0,1,1
LOC_Os04g46830,0,0.42656,0.428906748,0,0,0
LOC_Os12g01060,0,0.534734,3.43E-15,0,0,0
LOC_Os09g39760,0,0.523326,2.22E-16,0,0,0
LOC_Os05g50980,0,0.458709,0.137949795,0,0,0
LOC_Os10g28370,0,0.490644,0.0218669,0,0,0
LOC_Os03g59110,0,0.510808,0.000567101,0,0,0
LOC_Os09g12650,0,0.549219,0.999580598,0,1,1
LOC_Os07g47350,0,0.47305,1.57E-12,0,0,0
LOC_Os09g09360,0,0.522602,2.22E-16,0,0,0
LOC_Os10g40730,0,0.511414,0.999799989,0,1,1
LOC_Os05g39380,0,0.53081,2.22E-16,0,0,0
LOC_Os01g19750,0,0.472326,0.994767628,0,1,1
LOC_Os08g37140,0,0.506797,0.000940449,0,0,0
LOC_Os01g56150,0,0.445354,1.82E-12,0,0,0
LOC_Os04g46300,0,0.506588,0.001075792,0,0,0
LOC_Os10g34580,0,0.482001,0.000206503,0,0,0
LOC_Os02g13170,0,0.471715,0.988625688,0,1,1
LOC_Os02g05744,0,0.473505,0.483407298,0,0,0
LOC_Os01g25065,0,0.506379,0.006425478,0,0,0
LOC_Os07g24190,0,0.410305,0.9998,0,1,1
LOC_Os04g39560,0,0.541284,0.001100308,0,0,0
LOC_Os06g30460,0,0.472835,0.826675028,0,0,0
LOC_Os09g15170,0,0.500661,3.13E-16,0,0,0
LOC_Os07g23944,0,0.552342,0.74371575,0,0,0
LOC_Os07g29290,0,0.477214,0.993913059,0,1,1
LOC_Os06g13090,0,0.478174,0.250966819,0,0,0
LOC_Os09g33470,0,0.553923,0.765086217,0,0,0
LOC_Os09g33720,0,0.510386,0.996500375,0,1,1
LOC_Os05g31020,0,0.474402,0.084095534,0,0,0
LOC_Os02g11030,0,0.531414,0.007868931,0,0,0
LOC_Os07g48890,0,0.503619,0.005104471,0,0,0
LOC_Os01g13170,0,0.493164,0.137703865,0,0,0
LOC_Os02g40090,0,0.522173,0.006794696,0,0,0
LOC_Os10g22039,0,0.488289,0.389440721,0,0,0
LOC_Os08g31630,0,0.474432,1,0,1,1
LOC_Os10g40480,1,0.796607,0.999999822,1,1,2
LOC_Os11g08400,0,0.570757,2.22E-16,0,0,0
LOC_Os07g01800,0,0.429306,0.0000973,0,0,0
LOC_Os12g34524,0,0.478017,0.06661061,0,0,0
LOC_Os01g51634,0,0.531147,0.113799647,0,0,0
LOC_Os05g48620,0,0.423525,2.22E-16,0,0,0
LOC_Os12g44010,0,0.52632,0.516021148,0,0,0
LOC_Os05g18670,0,0.467494,0.427628698,0,0,0
LOC_Os03g17930,0,0.502478,0.969962014,0,1,1
LOC_Os01g42640,0,0.44393,0.534623315,0,0,0
LOC_Os01g53020,0,0.461094,2.22E-16,0,0,0
LOC_Os11g05970,0,0.474192,2.22E-16,0,0,0
LOC_Os02g46450,0,0.460616,0.589181506,0,0,0
LOC_Os05g09370,0,0.521195,2.74E-12,0,0,0
LOC_Os07g43260,0,0.519038,2.22E-16,0,0,0
LOC_Os07g46852,1,0.818514,0.992927397,1,1,2
LOC_Os02g20860,0,0.526592,0.03873853,0,0,0
LOC_Os08g08960,0,0.462001,0.080213848,0,0,0
LOC_Os03g51870,0,0.528343,2.98E-13,0,0,0
LOC_Os01g10600,0,0.542431,0.988497812,0,1,1
LOC_Os02g47060,0,0.498824,0.9999,0,1,1
LOC_Os12g03950,0,0.485301,0.991694096,0,1,1
LOC_Os11g46970,0,0.46046,2.22E-16,0,0,0
LOC_Os10g37330,0,0.588936,1,0,1,1
LOC_Os01g56540,0,0.568851,3.54E-16,0,0,0
LOC_Os02g46640,0,0.46438,0.188479886,0,0,0
LOC_Os01g02060,0,0.505213,0.051786241,0,0,0
LOC_Os04g52720,0,0.532482,0.850123215,0,1,1
LOC_Os04g58780,0,0.538217,2.22E-16,0,0,0
LOC_Os12g39310,0,0.515731,0.881024273,0,1,1
LOC_Os11g03110,1,0.813022,2.22E-16,1,0,1
LOC_Os03g57090,0,0.464605,0.000422449,0,0,0
LOC_Os01g11370,0,0.448485,2.22E-16,0,0,0
LOC_Os04g43410,0,0.484781,1,0,1,1
LOC_Os05g39690,0,0.569256,0.568800187,0,0,0
LOC_Os10g13970,0,0.541793,2.22E-16,0,0,0
LOC_Os09g10230,0,0.47214,2.22E-16,0,0,0
LOC_Os10g40710,0,0.408247,0.998613957,0,1,1
LOC_Os03g46440,0,0.539341,0.005045936,0,0,0
LOC_Os07g46970,0,0.501688,0.08453271,0,0,0
LOC_Os07g36610,0,0.495252,0.458281513,0,0,0
LOC_Os05g37470,0,0.598377,0.309822265,0,0,0
LOC_Os08g44850,0,0.420245,1.76E-15,0,0,0
LOC_Os08g36390,0,0.50715,2.22E-16,0,0,0
LOC_Os03g07290,0,0.429687,2.13E-14,0,0,0
LOC_Os03g13540,1,0.80032,0.998157197,1,1,2
LOC_Os12g29760,0,0.539707,1,0,1,1
LOC_Os05g41590,0,0.525826,0.000877748,0,0,0
LOC_Os11g41875,0,0.470007,0.527532909,0,0,0
LOC_Os03g01222,0,0.51135,0.997735843,0,1,1
LOC_Os09g27030,0,0.531879,0.061122381,0,0,0
LOC_Os07g42140,0,0.478696,0.432878924,0,0,0
LOC_Os08g01780,0,0.52221,0.007567704,0,0,0
LOC_Os02g46500,0,0.450581,0.020127329,0,0,0
LOC_Os11g31980,0,0.523571,0.000400099,0,0,0
LOC_Os10g21254,0,0.496617,1.63E-11,0,0,0
LOC_Os01g71280,0,0.475015,0.036437715,0,0,0
LOC_Os04g44810,0,0.523912,0.037454,0,0,0
LOC_Os12g34450,0,0.510838,0.011294989,0,0,0
LOC_Os03g57680,0,0.46307,1,0,1,1
LOC_Os01g02830,0,0.549798,2.22E-16,0,0,0
LOC_Os08g06200,0,0.498595,2.22E-16,0,0,0
LOC_Os01g42040,0,0.49879,0.00000167,0,0,0
LOC_Os04g58564,1,0.816663,0.999999997,1,1,2
LOC_Os07g37210,0,0.508838,0.144232618,0,0,0
LOC_Os11g08760,0,0.526147,2.22E-16,0,0,0
LOC_Os03g05610,0,0.505958,0.044459108,0,0,0
LOC_Os05g27730,0,0.488119,0.987258894,0,1,1
LOC_Os06g09450,1,0.806784,0.936638413,1,1,2
LOC_Os11g10460,0,0.466512,0.475471006,0,0,0
LOC_Os07g08880,0,0.48114,2.22E-16,0,0,0
LOC_Os10g28350,0,0.492002,1.06E-10,0,0,0
LOC_Os02g22480,0,0.47499,2.22E-16,0,0,0
LOC_Os02g55000,0,0.438097,0.006947867,0,0,0
LOC_Os02g42590,0,0.513441,1.02E-09,0,0,0
LOC_Os03g18600,0,0.595206,1,0,1,1
LOC_Os04g16866,0,0.442862,2.22E-16,0,0,0
LOC_Os06g27790,0,0.534134,2.24E-15,0,0,0
LOC_Os01g33684,0,0.547782,3E-12,0,0,0
LOC_Os06g04590,0,0.586769,0.002816182,0,0,0
LOC_Os02g50960,0,0.49906,0.98986364,0,1,1
LOC_Os12g19040,0,0.545603,2.32E-16,0,0,0
LOC_Os12g42200,0,0.530757,0.770807202,0,0,0
LOC_Os07g41564,0,0.484626,0.983515408,0,1,1
LOC_Os05g39580,0,0.526195,1,0,1,1
LOC_Os09g11460,0,0.50973,0.927685927,0,1,1
LOC_Os12g38430,0,0.55326,6.07E-16,0,0,0
LOC_Os03g29190,0,0.498188,0.000199872,0,0,0
LOC_Os02g11720,0,0.456402,1.43E-11,0,0,0
LOC_Os05g28350,0,0.5149,1.41E-11,0,0,0
LOC_Os03g09060,0,0.544766,0.03959707,0,0,0
LOC_Os06g08880,0,0.535354,0.020237779,0,0,0
LOC_Os12g08810,0,0.533599,0.439664449,0,0,0
LOC_Os01g07110,0,0.472442,0.111315143,0,0,0
LOC_Os03g55720,0,0.501906,1,0,1,1
LOC_Os09g39870,0,0.48688,0.011945311,0,0,0
LOC_Os06g08720,0,0.488886,0.739892181,0,0,0
LOC_Os01g02310,0,0.484365,1.16E-12,0,0,0
LOC_Os06g14810,0,0.534395,0.998733689,0,1,1
LOC_Os08g42620,0,0.535697,0.035405731,0,0,0
LOC_Os07g04820,0,0.49019,0.05588193,0,0,0
LOC_Os01g43910,0,0.493328,0.221142175,0,0,0
LOC_Os03g38990,0,0.504316,2.57E-14,0,0,0
LOC_Os04g13220,0,0.528614,0.301118298,0,0,0
LOC_Os11g38640,0,0.569278,2.22E-16,0,0,0
LOC_Os05g10650,1,0.818895,0.997842253,1,1,2
LOC_Os03g55660,0,0.477882,0.934493936,0,1,1
LOC_Os01g50320,0,0.473081,3.41E-16,0,0,0
LOC_Os05g44960,0,0.524642,2.22E-16,0,0,0
LOC_Os03g51620,0,0.566862,0.97173851,0,1,1
LOC_Os01g40630,0,0.650013,0.616461777,0,0,0
LOC_Os02g47940,0,0.508011,0.99614814,0,1,1
LOC_Os01g04910,0,0.482208,1.31E-10,0,0,0
LOC_Os10g39710,0,0.486445,0.961641029,0,1,1
LOC_Os08g09040,0,0.472999,0.926964135,0,1,1
LOC_Os02g15810,0,0.464359,0.002748087,0,0,0
LOC_Os04g41620,0,0.422825,0.769068684,0,0,0
LOC_Os07g04810,0,0.573414,9.96E-16,0,0,0
LOC_Os01g56050,0,0.50332,0.239078769,0,0,0
LOC_Os09g32740,0,0.595802,2.22E-16,0,0,0
LOC_Os04g38330,0,0.497243,0.869267861,0,1,1
LOC_Os06g03670,0,0.521574,0.999285867,0,1,1
LOC_Os07g38840,0,0.46945,0.013296485,0,0,0
LOC_Os01g13404,0,0.459456,0.0001,0,0,0
LOC_Os07g37510,0,0.468376,0.9998,0,1,1
LOC_Os06g29950,0,0.553936,1,0,1,1
LOC_Os02g45420,0,0.448078,0.915835654,0,1,1
LOC_Os05g33200,0,0.567578,0.77328535,0,0,0
LOC_Os10g26470,0,0.55455,0.808659614,0,0,0
LOC_Os09g36350,0,0.472483,0.308606119,0,0,0
LOC_Os03g51160,0,0.503341,0.200194991,0,0,0
LOC_Os10g03400,0,0.508262,0.033053732,0,0,0
LOC_Os03g55330,0,0.417321,0.163088559,0,0,0
LOC_Os06g09560,0,0.534551,0.999154328,0,1,1
LOC_Os06g04640,0,0.478942,0.001623932,0,0,0
LOC_Os07g12160,0,0.513968,0.023029828,0,0,0
LOC_Os05g06814,0,0.531741,2.22E-16,0,0,0
LOC_Os12g38570,0,0.526668,0.942487184,0,1,1
LOC_Os04g21660,0,0.559274,0.999497661,0,1,1
LOC_Os03g51610,0,0.481366,0.009097672,0,0,0
LOC_Os01g56610,0,0.422819,0.095316365,0,0,0
LOC_Os03g17470,0,0.474301,0.8869911,0,1,1
LOC_Os01g44220,0,0.399349,1.51E-14,0,0,0
